"Date","Time","WBGT","Tg"
"2020/6/6","7:00","21.2","28.2"
"2020/6/6","8:00","21.7","31.1"
"2020/6/6","9:00","22.1","31.8"
"2020/6/6","10:00","23.1","34.6"
"2020/6/6","11:00","22.6","32.9"
"2020/6/6","12:00","23.1","35.4"
"2020/6/6","13:00","22.6","30.3"
"2020/6/6","14:00","22.4","31.3"
"2020/6/6","15:00","21.8","29.6"
"2020/6/6","16:00","23.7","35.5"
"2020/6/6","17:00","22.6","30.3"
"2020/6/6","18:00","22.0","28.0"
"2020/6/6","19:00","20.7","24.2"
"2020/6/6","20:00","19.9","23.2"
"2020/6/6","21:00","19.4","22.4"
"2020/6/6","22:00","19.0","21.4"
"2020/6/6","23:00","18.7","21.0"
"2020/6/6","24:00","18.2","20.8"
"2020/6/7","1:00","17.8","20.3"
"2020/6/7","2:00","17.2","20.0"
"2020/6/7","3:00","16.8","19.3"
"2020/6/7","4:00","16.5","18.8"
"2020/6/7","5:00","16.1","17.5"
"2020/6/7","6:00","17.0","20.6"
"2020/6/7","7:00","17.3","22.3"
"2020/6/7","8:00","18.6","28.1"
"2020/6/7","9:00","21.6","37.9"
"2020/6/7","10:00","21.9","42.0"
"2020/6/7","11:00","22.1","42.4"
"2020/6/7","12:00","22.8","45.3"
"2020/6/7","13:00","22.4","45.1"
"2020/6/7","14:00","22.3","44.5"
"2020/6/7","15:00","21.9","44.4"
"2020/6/7","16:00","21.8","43.6"
"2020/6/7","17:00","17.9","27.3"
"2020/6/7","18:00","17.6","25.8"
"2020/6/7","19:00","17.3","23.1"
"2020/6/7","20:00","16.7","21.8"
"2020/6/7","21:00","16.5","20.9"
"2020/6/7","22:00","16.0","20.1"
"2020/6/7","23:00","15.7","19.1"
"2020/6/7","24:00","15.4","18.2"
"2020/6/8","1:00","15.2","17.6"
"2020/6/8","2:00","15.0","17.3"
"2020/6/8","3:00","14.9","16.7"
"2020/6/8","4:00","15.1","16.4"
"2020/6/8","5:00","15.0","16.5"
"2020/6/8","6:00","15.7","18.8"
"2020/6/8","7:00","16.8","21.4"
"2020/6/8","8:00","19.0","28.3"
"2020/6/8","9:00","21.9","40.9"
"2020/6/8","10:00","24.7","46.3"
"2020/6/8","11:00","24.0","45.6"
"2020/6/8","12:00","23.8","44.8"
"2020/6/8","13:00","23.3","45.3"
"2020/6/8","14:00","24.2","43.7"
"2020/6/8","15:00","23.7","43.9"
"2020/6/8","16:00","23.3","37.3"
"2020/6/8","17:00","21.7","28.0"
"2020/6/8","18:00","21.8","27.2"
"2020/6/8","19:00","21.9","24.7"
"2020/6/8","20:00","21.8","23.1"
"2020/6/8","21:00","21.7","22.7"
"2020/6/8","22:00","21.4","22.2"
"2020/6/8","23:00","21.3","22.3"
"2020/6/8","24:00","20.8","21.6"
"2020/6/9","1:00","20.6","21.5"
"2020/6/9","2:00","20.3","21.1"
"2020/6/9","3:00","19.7","19.8"
"2020/6/9","4:00","19.8","19.7"
"2020/6/9","5:00","19.7","19.8"
"2020/6/9","6:00","20.4","22.7"
"2020/6/9","7:00","21.4","25.9"
"2020/6/9","8:00","22.5","30.1"
"2020/6/9","9:00","24.8","41.0"
"2020/6/9","10:00","24.6","40.5"
"2020/6/9","11:00","25.3","41.0"
"2020/6/9","12:00","25.8","41.8"
"2020/6/9","13:00","25.7","40.3"
"2020/6/9","14:00","25.0","37.1"
"2020/6/9","15:00","24.5","36.3"
"2020/6/9","16:00","25.0","37.1"
"2020/6/9","17:00","22.8","28.6"
"2020/6/9","18:00","22.1","26.6"
"2020/6/9","19:00","21.4","23.7"
"2020/6/9","20:00","21.4","23.3"
"2020/6/9","21:00","21.1","22.7"
"2020/6/9","22:00","21.0","22.2"
"2020/6/9","23:00","21.0","22.0"
"2020/6/9","24:00","20.8","21.5"
"2020/6/10","1:00","21.1","22.4"
"2020/6/10","2:00","20.8","21.2"
"2020/6/10","3:00","20.7","21.5"
"2020/6/10","4:00","20.7","21.6"
"2020/6/10","5:00","20.2","22.0"
"2020/6/10","6:00","20.4","23.2"
"2020/6/10","7:00","21.5","26.3"
"2020/6/10","8:00","23.1","32.5"
"2020/6/10","9:00","24.1","37.2"
"2020/6/10","10:00","26.8","47.6"
"2020/6/10","11:00","26.6","43.4"
"2020/6/10","12:00","24.6","33.4"
"2020/6/10","13:00","25.3","35.0"
"2020/6/10","14:00","25.9","37.1"
"2020/6/10","15:00","22.5","23.8"
"2020/6/10","16:00","24.9","30.9"
"2020/6/10","17:00","25.6","33.5"
"2020/6/10","18:00","24.5","28.6"
"2020/6/10","19:00","23.7","26.2"
"2020/6/10","20:00","23.4","25.8"
"2020/6/10","21:00","23.3","24.4"
"2020/6/10","22:00","23.3","24.5"
"2020/6/10","23:00","23.4","25.3"
"2020/6/10","24:00","23.7","25.5"
"2020/6/11","1:00","23.7","25.5"
"2020/6/11","2:00","23.8","25.5"
"2020/6/11","3:00","23.5","24.9"
"2020/6/11","4:00","23.2","24.0"
"2020/6/11","5:00","23.3","24.3"
"2020/6/11","6:00","23.7","25.7"
"2020/6/11","7:00","24.1","25.9"
"2020/6/11","8:00","23.9","24.7"
"2020/6/11","9:00","24.6","26.9"
"2020/6/11","10:00","24.5","27.6"
"2020/6/11","11:00","24.7","28.3"
"2020/6/11","12:00","24.0","24.5"
"2020/6/11","13:00","23.8","24.9"
"2020/6/11","14:00","24.3","26.5"
"2020/6/11","15:00","23.6","24.0"
"2020/6/11","16:00","23.5","23.8"
"2020/6/11","17:00","23.3","23.3"
"2020/6/11","18:00","23.7","23.6"
"2020/6/11","19:00","23.8","23.5"
"2020/6/11","20:00","23.7","24.0"
"2020/6/11","21:00","23.5","23.8"
"2020/6/11","22:00","23.8","24.5"
"2020/6/11","23:00","23.4","23.2"
"2020/6/11","24:00","23.2","23.1"
"2020/6/12","1:00","23.0","22.9"
"2020/6/12","2:00","22.9","22.8"
"2020/6/12","3:00","22.9","22.8"
"2020/6/12","4:00","22.5","22.4"
"2020/6/12","5:00","22.6","22.5"
"2020/6/12","6:00","22.8","22.8"
"2020/6/12","7:00","23.3","23.5"
"2020/6/12","8:00","23.3","23.4"
"2020/6/12","9:00","24.6","27.2"
"2020/6/12","10:00","23.7","24.5"
"2020/6/12","11:00","26.0","33.2"
"2020/6/12","12:00","26.8","35.3"
"2020/6/12","13:00","27.9","40.1"
"2020/6/12","14:00","26.9","36.6"
"2020/6/12","15:00","27.2","38.6"
"2020/6/12","16:00","25.1","30.2"
"2020/6/12","17:00","25.3","29.8"
"2020/6/12","18:00","24.8","27.6"
"2020/6/12","19:00","24.4","25.8"
"2020/6/12","20:00","23.8","24.6"
"2020/6/12","21:00","23.5","24.3"
"2020/6/12","22:00","23.6","24.4"
"2020/6/12","23:00","23.7","24.7"
"2020/6/12","24:00","23.4","23.9"
"2020/6/13","1:00","23.3","23.8"
"2020/6/13","2:00","23.3","23.4"
"2020/6/13","3:00","23.3","23.7"
"2020/6/13","4:00","23.3","23.7"
"2020/6/13","5:00","23.3","23.8"
"2020/6/13","6:00","23.5","23.4"
"2020/6/13","7:00","23.5","23.7"
"2020/6/13","8:00","24.0","26.1"
"2020/6/13","9:00","24.1","25.7"
"2020/6/13","10:00","24.9","29.1"
"2020/6/13","11:00","25.8","29.1"
"2020/6/13","12:00","25.1","27.4"
"2020/6/13","13:00","26.5","31.6"
"2020/6/13","14:00","24.9","26.1"
"2020/6/13","15:00","24.9","26.4"
"2020/6/13","16:00","24.4","24.7"
"2020/6/13","17:00","24.3","24.4"
"2020/6/13","18:00","24.1","24.1"
"2020/6/13","19:00","24.2","24.0"
"2020/6/13","20:00","23.4","23.1"
"2020/6/13","21:00","23.6","23.3"
"2020/6/13","22:00","23.8","23.5"
"2020/6/13","23:00","23.9","23.7"
"2020/6/13","24:00","24.0","23.7"
"2020/6/14","1:00","23.9","24.0"
"2020/6/14","2:00","23.8","23.6"
"2020/6/14","3:00","23.4","23.2"
"2020/6/14","4:00","23.1","22.7"
"2020/6/14","5:00","23.3","23.0"
"2020/6/14","6:00","23.5","23.2"
"2020/6/14","7:00","24.0","24.3"
"2020/6/14","8:00","24.4","26.0"
"2020/6/14","9:00","25.7","32.0"
"2020/6/14","10:00","25.4","30.2"
"2020/6/14","11:00","26.0","32.0"
"2020/6/14","12:00","26.3","34.7"
"2020/6/14","13:00","29.1","42.3"
"2020/6/14","14:00","28.9","41.5"
"2020/6/14","15:00","25.9","30.4"
"2020/6/14","16:00","24.5","24.8"
"2020/6/14","17:00","24.5","24.6"
"2020/6/14","18:00","24.7","25.1"
"2020/6/14","19:00","24.6","24.7"
"2020/6/14","20:00","23.8","23.7"
"2020/6/14","21:00","24.3","25.1"
"2020/6/14","22:00","24.3","25.7"
"2020/6/14","23:00","24.3","25.8"
"2020/6/14","24:00","24.2","25.6"
"2020/6/15","1:00","23.9","25.1"
"2020/6/15","2:00","23.6","24.6"
"2020/6/15","3:00","23.6","24.1"
"2020/6/15","4:00","23.4","24.2"
"2020/6/15","5:00","23.4","24.2"
"2020/6/15","6:00","23.7","25.8"
"2020/6/15","7:00","24.6","28.7"
"2020/6/15","8:00","25.4","31.2"
"2020/6/15","9:00","26.6","37.2"
"2020/6/15","10:00","27.5","39.9"
"2020/6/15","11:00","27.7","42.2"
"2020/6/15","12:00","26.8","38.7"
"2020/6/15","13:00","26.4","40.2"
"2020/6/15","14:00","26.0","39.6"
"2020/6/15","15:00","24.3","31.7"
"2020/6/15","16:00","24.4","33.4"
"2020/6/15","17:00","22.5","28.4"
"2020/6/15","18:00","21.9","27.2"
"2020/6/15","19:00","21.7","25.4"
"2020/6/15","20:00","21.6","24.8"
"2020/6/15","21:00","21.8","24.3"
"2020/6/15","22:00","21.5","23.6"
"2020/6/15","23:00","21.5","22.7"
"2020/6/15","24:00","21.7","23.1"
"2020/6/16","1:00","21.8","23.1"
"2020/6/16","2:00","21.7","22.5"
"2020/6/16","3:00","21.9","22.8"
"2020/6/16","4:00","21.6","22.1"
"2020/6/16","5:00","21.8","22.3"
"2020/6/16","6:00","22.1","23.7"
"2020/6/16","7:00","22.2","25.4"
"2020/6/16","8:00","23.1","28.9"
"2020/6/16","9:00","23.5","32.1"
"2020/6/16","10:00","23.8","37.2"
"2020/6/16","11:00","24.2","39.9"
"2020/6/16","12:00","24.4","42.3"
"2020/6/16","13:00","23.9","41.0"
"2020/6/16","14:00","24.9","43.0"
"2020/6/16","15:00","23.3","37.7"
"2020/6/16","16:00","23.3","39.5"
"2020/6/16","17:00","21.9","30.2"
"2020/6/16","18:00","22.5","28.8"
"2020/6/16","19:00","21.5","26.4"
"2020/6/16","20:00","20.1","24.6"
"2020/6/16","21:00","19.6","23.6"
"2020/6/16","22:00","18.8","21.4"
"2020/6/16","23:00","18.2","20.8"
"2020/6/16","24:00","17.7","20.5"
"2020/6/17","1:00","17.6","20.2"
"2020/6/17","2:00","17.5","19.6"
"2020/6/17","3:00","17.1","18.6"
"2020/6/17","4:00","17.0","18.5"
"2020/6/17","5:00","17.0","18.9"
"2020/6/17","6:00","17.7","20.9"
"2020/6/17","7:00","18.4","23.5"
"2020/6/17","8:00","19.7","29.4"
"2020/6/17","9:00","22.5","37.9"
"2020/6/17","10:00","22.9","41.7"
"2020/6/17","11:00","23.1","43.0"
"2020/6/17","12:00","24.0","45.8"
"2020/6/17","13:00","24.3","46.1"
"2020/6/17","14:00","22.9","42.0"
"2020/6/17","15:00","22.2","43.9"
"2020/6/17","16:00","20.9","37.3"
"2020/6/17","17:00","19.6","32.0"
"2020/6/17","18:00","19.6","28.2"
"2020/6/17","19:00","19.4","25.7"
"2020/6/17","20:00","20.7","24.6"
"2020/6/17","21:00","20.7","24.0"
"2020/6/17","22:00","20.6","23.3"
"2020/6/17","23:00","20.3","22.9"
"2020/6/17","24:00","20.6","23.1"
"2020/6/18","1:00","21.0","23.1"
"2020/6/18","2:00","20.7","22.9"
"2020/6/18","3:00","20.9","22.7"
"2020/6/18","4:00","20.4","22.4"
"2020/6/18","5:00","19.8","22.1"
"2020/6/18","6:00","20.0","22.8"
"2020/6/18","7:00","20.0","22.2"
"2020/6/18","8:00","20.6","24.5"
"2020/6/18","9:00","21.8","26.1"
"2020/6/18","10:00","20.6","22.6"
"2020/6/18","11:00","19.8","21.3"
"2020/6/18","12:00","20.3","22.0"
"2020/6/18","13:00","20.6","22.5"
"2020/6/18","14:00","19.2","20.6"
"2020/6/18","15:00","19.2","19.5"
"2020/6/18","16:00","17.8","18.0"
"2020/6/18","17:00","18.1","18.5"
"2020/6/18","18:00","18.0","18.0"
"2020/6/18","19:00","17.8","17.6"
"2020/6/18","20:00","17.7","17.5"
"2020/6/18","21:00","17.9","17.7"
"2020/6/18","22:00","18.1","17.9"
"2020/6/18","23:00","18.0","17.9"
"2020/6/18","24:00","18.0","17.8"
"2020/6/19","1:00","18.0","17.9"
"2020/6/19","2:00","18.1","17.9"
"2020/6/19","3:00","18.0","17.8"
"2020/6/19","4:00","17.8","17.5"
"2020/6/19","5:00","17.8","17.6"
"2020/6/19","6:00","17.9","17.7"
"2020/6/19","7:00","18.0","18.0"
"2020/6/19","8:00","18.2","18.2"
"2020/6/19","9:00","18.7","19.0"
"2020/6/19","10:00","19.0","19.6"
"2020/6/19","11:00","19.3","20.1"
"2020/6/19","12:00","19.6","21.8"
"2020/6/19","13:00","20.4","23.7"
"2020/6/19","14:00","19.9","22.2"
"2020/6/19","15:00","21.1","23.3"
"2020/6/19","16:00","20.6","21.9"
"2020/6/19","17:00","20.5","21.7"
"2020/6/19","18:00","19.9","20.4"
"2020/6/19","19:00","19.7","20.4"
"2020/6/19","20:00","19.3","19.8"
"2020/6/19","21:00","19.0","19.8"
"2020/6/19","22:00","19.1","20.2"
"2020/6/19","23:00","19.3","20.7"
"2020/6/19","24:00","19.2","20.5"
"2020/6/20","1:00","19.2","20.7"
"2020/6/20","2:00","19.0","20.6"
"2020/6/20","3:00","18.7","20.4"
"2020/6/20","4:00","18.4","20.1"
"2020/6/20","5:00","18.0","19.3"
"2020/6/20","6:00","18.4","21.3"
"2020/6/20","7:00","19.3","24.7"
"2020/6/20","8:00","20.4","29.0"
"2020/6/20","9:00","22.5","36.6"
"2020/6/20","10:00","22.3","34.3"
"2020/6/20","11:00","22.7","38.7"
"2020/6/20","12:00","21.6","31.3"
"2020/6/20","13:00","21.8","32.2"
"2020/6/20","14:00","21.4","31.6"
"2020/6/20","15:00","21.1","30.7"
"2020/6/20","16:00","22.5","35.6"
"2020/6/20","17:00","21.0","28.5"
"2020/6/20","18:00","20.1","25.2"
"2020/6/20","19:00","19.1","22.5"
"2020/6/20","20:00","17.9","20.5"
"2020/6/20","21:00","17.7","19.6"
"2020/6/20","22:00","17.4","18.7"
"2020/6/20","23:00","17.1","18.2"
"2020/6/20","24:00","17.0","17.5"
"2020/6/21","1:00","16.7","17.7"
"2020/6/21","2:00","16.7","17.1"
"2020/6/21","3:00","16.7","17.5"
"2020/6/21","4:00","16.4","16.8"
"2020/6/21","5:00","16.4","17.3"
"2020/6/21","6:00","17.3","19.6"
"2020/6/21","7:00","18.4","21.7"
"2020/6/21","8:00","20.1","27.9"
"2020/6/21","9:00","23.0","38.1"
"2020/6/21","10:00","24.2","39.2"
"2020/6/21","11:00","23.9","40.2"
"2020/6/21","12:00","24.2","36.4"
"2020/6/21","13:00","25.9","42.0"
"2020/6/21","14:00","23.5","33.9"
"2020/6/21","15:00","24.1","35.7"
"2020/6/21","16:00","23.3","30.6"
"2020/6/21","17:00","22.6","28.1"
"2020/6/21","18:00","21.4","26.6"
"2020/6/21","19:00","20.4","24.9"
"2020/6/21","20:00","19.9","23.4"
"2020/6/21","21:00","19.8","22.9"
"2020/6/21","22:00","20.2","22.5"
"2020/6/21","23:00","19.8","22.2"
"2020/6/21","24:00","19.9","22.1"
"2020/6/22","1:00","20.0","22.2"
"2020/6/22","2:00","20.3","22.5"
"2020/6/22","3:00","20.3","22.5"
"2020/6/22","4:00","19.8","22.3"
"2020/6/22","5:00","19.6","22.0"
"2020/6/22","6:00","19.9","23.1"
"2020/6/22","7:00","20.2","24.3"
"2020/6/22","8:00","21.5","29.5"
"2020/6/22","9:00","23.3","35.2"
"2020/6/22","10:00","24.7","42.1"
"2020/6/22","11:00","23.1","34.8"
"2020/6/22","12:00","24.0","36.6"
"2020/6/22","13:00","24.3","37.5"
"2020/6/22","14:00","23.4","31.6"
"2020/6/22","15:00","23.0","32.0"
"2020/6/22","16:00","23.4","33.2"
"2020/6/22","17:00","22.7","30.8"
"2020/6/22","18:00","21.3","27.6"
"2020/6/22","19:00","20.6","25.6"
"2020/6/22","20:00","20.1","23.9"
"2020/6/22","21:00","19.7","23.1"
"2020/6/22","22:00","19.6","23.4"
"2020/6/22","23:00","19.4","22.8"
"2020/6/22","24:00","18.9","21.2"
"2020/6/23","1:00","18.7","20.3"
"2020/6/23","2:00","18.9","20.8"
"2020/6/23","3:00","19.0","21.2"
"2020/6/23","4:00","18.3","19.3"
"2020/6/23","5:00","18.4","18.7"
"2020/6/23","6:00","19.5","22.2"
"2020/6/23","7:00","19.1","24.1"
"2020/6/23","8:00","20.1","30.2"
"2020/6/23","9:00","22.0","39.7"
"2020/6/23","10:00","23.8","42.0"
"2020/6/23","11:00","24.6","44.5"
"2020/6/23","12:00","25.6","45.9"
"2020/6/23","13:00","25.7","45.8"
"2020/6/23","14:00","25.8","45.8"
"2020/6/23","15:00","25.9","45.5"
"2020/6/23","16:00","25.8","45.7"
"2020/6/23","17:00","23.4","32.2"
"2020/6/23","18:00","23.4","30.6"
"2020/6/23","19:00","22.4","28.2"
"2020/6/23","20:00","22.0","26.8"
"2020/6/23","21:00","21.2","24.9"
"2020/6/23","22:00","21.3","24.6"
"2020/6/23","23:00","21.4","23.7"
"2020/6/23","24:00","21.2","23.2"
"2020/6/24","1:00","21.0","22.7"
"2020/6/24","2:00","20.6","22.3"
"2020/6/24","3:00","21.1","22.6"
"2020/6/24","4:00","20.4","22.1"
"2020/6/24","5:00","20.2","21.5"
"2020/6/24","6:00","21.0","23.7"
"2020/6/24","7:00","21.8","26.1"
"2020/6/24","8:00","23.5","32.2"
"2020/6/24","9:00","26.0","42.6"
"2020/6/24","10:00","25.1","41.8"
"2020/6/24","11:00","25.4","38.4"
"2020/6/24","12:00","27.0","43.3"
"2020/6/24","13:00","26.4","41.2"
"2020/6/24","14:00","26.1","41.2"
"2020/6/24","15:00","25.3","39.5"
"2020/6/24","16:00","25.7","40.0"
"2020/6/24","17:00","23.1","28.9"
"2020/6/24","18:00","23.2","27.1"
"2020/6/24","19:00","22.2","24.6"
"2020/6/24","20:00","22.2","24.5"
"2020/6/24","21:00","22.3","24.9"
"2020/6/24","22:00","22.3","24.3"
"2020/6/24","23:00","22.3","25.1"
"2020/6/24","24:00","22.0","24.3"
"2020/6/25","1:00","22.0","24.2"
"2020/6/25","2:00","21.8","23.1"
"2020/6/25","3:00","21.2","22.5"
"2020/6/25","4:00","21.6","23.2"
"2020/6/25","5:00","21.8","23.7"
"2020/6/25","6:00","22.3","25.3"
"2020/6/25","7:00","23.1","28.0"
"2020/6/25","8:00","23.3","27.8"
"2020/6/25","9:00","24.0","30.0"
"2020/6/25","10:00","25.0","32.4"
"2020/6/25","11:00","24.5","30.4"
"2020/6/25","12:00","23.8","25.3"
"2020/6/25","13:00","24.4","28.1"
"2020/6/25","14:00","24.6","30.1"
"2020/6/25","15:00","24.9","31.6"
"2020/6/25","16:00","25.6","33.2"
"2020/6/25","17:00","24.9","30.7"
"2020/6/25","18:00","24.2","27.5"
"2020/6/25","19:00","24.1","26.4"
"2020/6/25","20:00","24.2","26.0"
"2020/6/25","21:00","24.3","25.8"
"2020/6/25","22:00","24.2","25.5"
"2020/6/25","23:00","24.3","25.3"
"2020/6/25","24:00","24.3","25.3"
"2020/6/26","1:00","24.2","24.6"
"2020/6/26","2:00","24.4","24.9"
"2020/6/26","3:00","24.4","25.0"
"2020/6/26","4:00","24.4","24.6"
"2020/6/26","5:00","24.6","24.6"
"2020/6/26","6:00","25.1","26.6"
"2020/6/26","7:00","26.2","30.1"
"2020/6/26","8:00","26.7","32.9"
"2020/6/26","9:00","28.3","38.7"
"2020/6/26","10:00","28.0","36.7"
"2020/6/26","11:00","26.7","31.6"
"2020/6/26","12:00","28.1","37.3"
"2020/6/26","13:00","28.5","38.9"
"2020/6/26","14:00","28.6","37.8"
"2020/6/26","15:00","28.3","38.9"
"2020/6/26","16:00","29.1","42.8"
"2020/6/26","17:00","27.1","34.1"
"2020/6/26","18:00","26.7","31.3"
"2020/6/26","19:00","26.0","28.3"
"2020/6/26","20:00","25.2","26.4"
"2020/6/26","21:00","24.8","25.2"
"2020/6/26","22:00","24.7","25.0"
"2020/6/26","23:00","24.4","25.0"
"2020/6/26","24:00","24.0","25.0"
"2020/6/27","1:00","24.2","24.8"
"2020/6/27","2:00","23.4","24.3"
"2020/6/27","3:00","23.1","23.9"
"2020/6/27","4:00","23.1","24.7"
"2020/6/27","5:00","23.0","24.0"
"2020/6/27","6:00","23.3","25.6"
"2020/6/27","7:00","23.6","27.3"
"2020/6/27","8:00","24.3","31.5"
"2020/6/27","9:00","23.7","32.6"
"2020/6/27","10:00","24.9","36.8"
"2020/6/27","11:00","26.1","39.5"
"2020/6/27","12:00","25.8","38.5"
"2020/6/27","13:00","23.9","33.8"
"2020/6/27","14:00","24.7","35.0"
"2020/6/27","15:00","25.0","34.0"
"2020/6/27","16:00","25.0","32.1"
"2020/6/27","17:00","25.0","31.1"
"2020/6/27","18:00","24.3","29.0"
"2020/6/27","19:00","24.0","27.0"
"2020/6/27","20:00","23.9","26.2"
"2020/6/27","21:00","24.3","26.1"
"2020/6/27","22:00","24.5","26.0"
"2020/6/27","23:00","24.6","26.0"
"2020/6/27","24:00","24.2","24.9"
"2020/6/28","1:00","24.4","25.0"
"2020/6/28","2:00","23.9","24.0"
"2020/6/28","3:00","22.1","22.3"
"2020/6/28","4:00","22.6","22.7"
"2020/6/28","5:00","22.7","22.5"
"2020/6/28","6:00","22.5","22.4"
"2020/6/28","7:00","21.9","22.4"
"2020/6/28","8:00","21.7","22.4"
"2020/6/28","9:00","22.2","23.6"
"2020/6/28","10:00","24.4","32.4"
"2020/6/28","11:00","24.9","37.0"
"2020/6/28","12:00","25.7","39.4"
"2020/6/28","13:00","25.1","34.9"
"2020/6/28","14:00","26.0","36.2"
"2020/6/28","15:00","25.4","33.0"
"2020/6/28","16:00","24.8","30.8"
"2020/6/28","17:00","25.1","31.9"
