"id","dt","2020101515","2020101518","2020101521","2020101524","2020101603","2020101606","2020101609","2020101612","2020101615","2020101618","2020101621","2020101624","2020101703","2020101706","2020101709","2020101712","2020101715","2020101718","2020101721","2020101724"
"11001","2020/10/15 13:25","70","50","50","40","40","60","90","110","110","80","80","80","70","60","100","120","120","100","90","100"
"11016","2020/10/15 13:25","50","50","50","40","50","60","90","120","110","90","80","80","80","70","90","110","120","100","100","100"
"11046","2020/10/15 13:25","60","40","50","40","40","60","100","120","100","80","80","70","60","60","100","130","120","90","90","80"
"11076","2020/10/15 13:25","60","20","10","30","10","30","90","100","100","60","50","60","50","40","90","110","100","80","70","80"
"11121","2020/10/15 13:25","70","20","30","30","30","30","80","100","100","60","60","50","40","30","80","100","110","80","70","90"
"11151","2020/10/15 13:25","50","40","60","50","50","60","100","120","120","90","80","70","70","70","100","130","120","100","100","110"
"11176","2020/10/15 13:25","50","30","30","30","30","30","80","100","100","80","60","60","60","40","90","100","110","80","80","100"
"11206","2020/10/15 13:25","50","30","20","20","30","40","80","100","100","70","70","50","60","60","90","100","100","80","80","90"
"11276","2020/10/15 13:25","60","30","20","20","10","10","80","110","110","60","50","40","40","50","90","100","110","80","90","90"
"11291","2020/10/15 13:25","60","30","30","30","30","40","90","110","110","70","60","60","70","70","110","110","120","90","80","100"
"11316","2020/10/15 13:25","50","30","20","20","20","20","80","110","110","60","40","60","40","50","100","110","110","80","70","80"
"12011","2020/10/15 13:25","30","40","40","40","30","40","90","110","120","70","60","60","50","60","90","110","110","90","90","100"
"12041","2020/10/15 13:25","40","40","30","30","30","20","70","100","110","60","50","50","60","80","80","100","110","80","90","100"
"12141","2020/10/15 13:25","70","30","30","40","30","20","70","100","100","60","60","60","60","70","80","90","100","80","90","90"
"12181","2020/10/15 13:25","90","30","40","40","30","30","70","100","100","60","70","60","70","70","90","100","100","70","80","80"
"12231","2020/10/15 13:25","80","40","40","40","30","30","80","100","90","50","60","60","60","60","100","100","90","70","80","80"
"12261","2020/10/15 13:25","80","40","40","40","40","30","80","110","90","60","60","60","70","70","100","100","100","70","80","80"
"12266","2020/10/15 13:25","70","40","50","40","30","20","70","110","90","50","50","60","60","60","100","100","100","70","80","70"
"12301","2020/10/15 13:25","60","50","40","50","30","20","80","110","100","70","50","60","70","70","110","110","110","80","90","70"
"12386","2020/10/15 13:25","60","50","40","40","30","30","80","110","100","60","40","60","60","50","90","100","110","70","70","70"
"12396","2020/10/15 13:25","60","50","50","50","40","30","70","120","100","60","50","60","60","60","90","100","100","70","70","60"
"12411","2020/10/15 13:25","40","30","30","30","20","20","60","90","80","50","50","40","60","50","90","100","90","60","70","60"
"12442","2020/10/15 13:25","60","50","40","50","30","30","80","110","100","80","50","60","70","70","90","110","110","90","90","80"
"12451","2020/10/15 13:25","60","50","50","50","30","30","90","110","100","70","60","60","70","70","110","100","100","70","80","70"
"12512","2020/10/15 13:25","40","30","30","30","10","20","80","100","100","50","50","50","40","50","100","100","100","60","60","60"
"12551","2020/10/15 13:25","50","40","40","30","10","20","70","100","100","60","50","60","50","40","90","110","100","60","70","60"
"12596","2020/10/15 13:25","60","60","60","40","30","30","70","110","110","70","60","60","50","50","90","120","120","80","90","70"
"12626","2020/10/15 13:25","70","50","40","50","30","30","80","110","110","80","70","70","50","40","90","120","120","70","70","60"
"12632","2020/10/15 13:25","50","40","40","40","20","10","70","110","100","60","60","50","30","20","100","110","110","60","50","30"
"12691","2020/10/15 13:25","80","50","20","20","20","10","70","100","90","60","70","50","40","20","90","110","100","60","40","40"
"12746","2020/10/15 13:25","80","40","20","10","0","0","50","100","90","50","40","60","30","0","70","110","110","50","30","20"
"15041","2020/10/15 13:25","60","20","20","30","20","0","60","100","80","40","50","40","50","60","80","90","100","60","80","80"
"15076","2020/10/15 13:25","70","40","40","40","40","20","70","100","90","60","50","60","70","70","90","100","100","80","90","80"
"13061","2020/10/15 13:25","50","40","40","50","60","70","100","120","110","80","80","70","70","60","100","130","120","100","100","110"
"13086","2020/10/15 13:25","50","40","50","50","60","70","100","120","110","80","70","70","80","70","100","120","120","100","110","110"
"13121","2020/10/15 13:25","80","50","50","50","50","60","100","120","110","80","70","70","70","70","110","130","130","100","110","110"
"13146","2020/10/15 13:25","80","50","50","50","60","60","100","120","110","80","80","80","90","80","110","130","130","110","120","110"
"13181","2020/10/15 13:25","80","60","60","60","60","70","100","120","100","80","80","70","80","80","110","130","120","110","110","120"
"13261","2020/10/15 13:25","60","40","50","50","40","20","80","120","100","70","70","60","50","60","90","120","120","80","80","80"
"13277","2020/10/15 13:25","70","60","60","60","60","60","80","110","100","80","60","70","70","90","100","120","120","110","110","100"
"13311","2020/10/15 13:25","70","60","60","60","50","60","100","110","100","80","70","70","80","90","110","130","120","110","110","100"
"13321","2020/10/15 13:25","50","50","40","50","40","40","80","110","100","70","50","60","50","60","80","120","110","80","80","70"
"14026","2020/10/15 13:25","60","70","70","60","60","60","80","110","110","100","80","60","60","80","110","120","120","110","110","90"
"14071","2020/10/15 13:25","80","60","60","60","50","40","80","110","110","70","70","60","60","70","110","130","120","90","70","60"
"14101","2020/10/15 13:25","80","60","50","50","40","30","90","120","110","80","80","80","60","50","100","120","120","80","70","60"
"14116","2020/10/15 13:25","70","50","40","30","40","50","110","130","110","80","60","70","60","60","120","130","130","90","80","60"
"14121","2020/10/15 13:25","70","60","50","40","40","30","90","120","110","80","80","70","60","50","110","120","120","80","70","50"
"14136","2020/10/15 13:25","70","60","50","40","30","20","90","120","110","80","70","80","50","40","110","120","120","70","50","50"
"14163","2020/10/15 13:25","70","60","60","50","50","60","110","120","100","90","90","90","80","80","120","120","120","120","110","100"
"14206","2020/10/15 13:25","80","50","40","30","20","20","90","110","100","80","70","70","30","30","110","120","110","70","60","40"
"14286","2020/10/15 13:25","50","40","40","30","40","50","80","90","80","60","80","80","70","70","100","100","100","90","90","80"
"15116","2020/10/15 13:25","60","40","50","50","40","50","80","110","90","60","60","60","60","60","80","110","100","80","80","80"
"15161","2020/10/15 13:25","50","50","50","40","30","30","80","120","100","70","60","70","60","70","90","110","100","90","90","80"
"15231","2020/10/15 13:25","40","40","40","40","30","30","80","100","90","60","60","60","50","50","90","110","100","80","70","70"
"15241","2020/10/15 13:25","40","50","50","50","40","30","80","110","90","80","70","70","60","60","100","110","100","90","80","80"
"15251","2020/10/15 13:25","50","60","50","50","30","30","70","120","110","80","60","70","60","60","100","110","110","80","80","60"
"15311","2020/10/15 13:25","80","60","50","50","40","30","80","120","120","80","70","70","50","40","100","120","120","80","60","40"
"15321","2020/10/15 13:25","90","70","60","50","40","30","90","120","110","90","70","70","50","40","90","120","120","90","80","70"
