"id","dt","2020102312","2020102315","2020102318","2020102321","2020102324","2020102403","2020102406","2020102409","2020102412","2020102415","2020102418","2020102421","2020102424","2020102503","2020102506","2020102509","2020102512","2020102515","2020102518","2020102521","2020102524"
"11001","2020/10/23 11:25","150","170","130","110","90","70","60","70","90","90","60","60","50","50","60","90","100","100","80","80","80"
"11016","2020/10/23 11:25","150","160","130","120","100","80","70","80","80","80","60","60","60","60","70","90","110","110","80","80","80"
"11046","2020/10/23 11:25","140","170","110","100","80","70","60","80","70","60","40","50","50","60","70","110","110","90","70","70","70"
"11076","2020/10/23 11:25","150","150","140","90","70","50","30","60","90","70","40","20","30","40","40","70","100","90","50","50","50"
"11121","2020/10/23 11:25","140","150","120","100","80","70","50","60","80","70","40","40","40","40","50","70","100","100","50","50","50"
"11151","2020/10/23 11:25","150","170","110","110","80","80","70","70","80","80","60","60","60","60","80","100","110","100","70","70","60"
"11176","2020/10/23 11:25","140","150","120","90","80","60","40","60","70","60","40","40","50","40","50","70","100","90","60","50","50"
"11206","2020/10/23 11:25","160","160","130","100","80","60","40","60","90","80","50","40","50","50","50","70","100","90","50","60","50"
"11276","2020/10/23 11:25","160","160","110","100","70","60","40","60","90","80","50","50","60","50","70","70","90","80","60","60","50"
"11291","2020/10/23 11:25","160","160","130","100","80","50","30","60","100","100","50","40","40","60","50","80","90","90","60","60","70"
"11316","2020/10/23 11:25","160","170","130","100","80","70","50","70","100","90","50","30","60","60","70","80","90","90","70","60","70"
"12011","2020/10/23 11:25","160","170","110","100","80","50","40","60","90","80","50","50","50","50","60","70","100","90","70","60","60"
"12041","2020/10/23 11:25","160","160","110","110","80","60","50","60","90","80","50","50","60","60","60","60","90","90","60","60","60"
"12141","2020/10/23 11:25","130","150","120","100","90","70","60","70","90","80","50","40","40","50","60","60","70","80","60","60","60"
"12181","2020/10/23 11:25","130","140","110","100","80","70","60","80","90","80","40","40","40","40","60","60","80","80","50","50","60"
"12231","2020/10/23 11:25","160","170","120","100","80","70","60","80","90","80","40","50","50","50","60","60","70","80","60","60","60"
"12261","2020/10/23 11:25","120","130","160","100","90","70","60","80","100","80","50","40","50","30","50","60","70","80","50","50","60"
"12266","2020/10/23 11:25","140","160","130","100","90","70","70","80","80","80","40","40","50","40","40","50","70","60","50","50","60"
"12301","2020/10/23 11:25","130","150","140","100","90","80","70","70","90","80","50","40","50","40","60","60","80","80","60","50","60"
"12386","2020/10/23 11:25","140","160","140","110","90","80","70","80","100","80","50","60","70","50","50","70","80","70","60","60","70"
"12396","2020/10/23 11:25","130","140","160","100","90","70","60","70","90","80","50","50","50","40","40","60","60","70","60","50","60"
"12411","2020/10/23 11:25","140","150","130","90","80","60","50","60","70","60","30","40","40","40","30","40","60","50","40","50","50"
"12442","2020/10/23 11:25","150","160","140","100","90","70","60","80","90","80","60","50","50","50","40","60","60","80","50","60","70"
"12451","2020/10/23 11:25","170","160","150","110","100","80","70","70","90","80","60","50","60","50","60","60","70","60","50","60","60"
"12512","2020/10/23 11:25","170","150","140","100","90","70","50","70","80","70","40","40","60","50","50","60","70","60","50","50","50"
"12551","2020/10/23 11:25","150","140","130","100","90","70","60","60","80","70","50","40","70","70","70","80","60","60","50","40","50"
"12596","2020/10/23 11:25","160","160","130","120","100","80","60","80","90","70","50","50","60","80","70","90","70","80","60","60","60"
"12626","2020/10/23 11:25","150","140","130","120","110","90","80","80","90","80","60","50","70","70","60","90","80","70","60","60","70"
"12632","2020/10/23 11:25","140","130","120","110","90","60","50","80","80","70","40","50","50","50","50","80","70","70","50","50","50"
"12691","2020/10/23 11:25","150","130","120","100","90","60","50","60","70","70","50","40","50","60","60","80","60","60","50","60","60"
"12746","2020/10/23 11:25","120","130","100","80","70","50","50","60","80","80","40","40","50","60","50","70","70","70","50","60","60"
"15041","2020/10/23 11:25","140","140","90","90","70","60","50","50","70","60","30","40","40","40","40","50","60","70","40","40","50"
"15076","2020/10/23 11:25","140","150","120","110","90","70","70","80","80","70","40","50","60","30","50","60","70","80","60","50","60"
"13061","2020/10/23 11:25","140","160","130","100","90","70","60","70","100","90","70","60","50","50","70","90","110","100","70","70","60"
"13086","2020/10/23 11:25","150","170","120","110","90","70","60","60","100","90","70","70","50","60","70","90","110","100","70","70","70"
"13121","2020/10/23 11:25","150","160","120","110","80","60","60","80","100","90","70","70","70","50","70","90","110","110","80","80","80"
"13146","2020/10/23 11:25","150","150","120","110","80","70","70","80","100","80","70","70","60","60","70","90","110","100","80","70","70"
"13181","2020/10/23 11:25","160","160","120","110","90","70","60","80","100","90","80","70","70","60","80","100","100","100","80","80","80"
"13261","2020/10/23 11:25","150","150","110","100","80","80","70","80","90","80","50","60","60","50","60","70","80","90","60","50","50"
"13277","2020/10/23 11:25","150","160","120","100","100","80","60","80","100","80","50","60","60","60","70","80","100","90","80","80","70"
"13311","2020/10/23 11:25","170","160","110","110","90","80","50","80","110","90","50","70","60","60","80","90","100","90","70","80","80"
"13321","2020/10/23 11:25","160","170","110","90","80","70","60","70","100","70","40","60","60","50","60","70","80","90","60","60","60"
"14026","2020/10/23 11:25","160","160","130","120","100","80","50","80","90","80","80","80","70","70","80","90","100","90","90","90","90"
"14071","2020/10/23 11:25","160","170","120","110","100","80","70","80","90","90","70","70","60","70","80","80","90","90","80","80","80"
"14101","2020/10/23 11:25","160","170","120","110","90","70","50","70","90","90","60","50","50","50","60","70","90","80","60","70","70"
"14116","2020/10/23 11:25","170","180","110","100","80","60","30","70","100","100","70","50","50","50","60","80","100","100","70","70","70"
"14121","2020/10/23 11:25","160","160","120","110","80","70","50","70","90","80","60","60","50","60","70","80","100","90","80","80","80"
