"id","dt","2020090324","2020090403","2020090406","2020090409","2020090412","2020090415","2020090418","2020090421","2020090424","2020090503","2020090506","2020090509","2020090512","2020090515","2020090518","2020090521","2020090524"
"11001","2020/09/03 23:25","180","180","190","220","210","190","180","180","170","170","190","220","230","220","200","200","210"
"11016","2020/09/03 23:25","200","200","210","240","230","220","210","200","190","190","200","230","250","240","220","220","220"
"11046","2020/09/03 23:25","210","210","220","240","240","240","210","210","200","200","200","230","260","250","200","200","200"
"11076","2020/09/03 23:25","160","150","170","220","230","210","180","180","170","160","170","210","220","200","200","200","200"
"11121","2020/09/03 23:25","180","170","190","250","260","250","230","200","190","180","190","240","260","260","230","210","210"
"11151","2020/09/03 23:25","230","220","230","260","250","240","210","200","200","190","200","230","250","240","210","200","200"
"11176","2020/09/03 23:25","190","190","210","260","260","260","230","220","210","190","200","250","260","250","230","220","220"
"11206","2020/09/03 23:25","170","180","190","240","260","240","190","190","180","170","190","220","230","220","210","210","210"
"11276","2020/09/03 23:25","180","170","200","260","280","270","210","200","200","180","200","230","260","270","220","220","220"
"11291","2020/09/03 23:25","180","180","190","230","240","230","200","190","180","180","190","210","220","210","210","210","210"
"11316","2020/09/03 23:25","180","170","190","250","290","270","210","200","190","190","200","220","270","260","220","220","210"
"12011","2020/09/03 23:25","180","180","200","270","290","280","230","220","200","200","210","240","260","260","230","230","210"
"12041","2020/09/03 23:25","180","190","210","250","280","290","240","220","210","210","200","230","260","270","230","220","220"
"12141","2020/09/03 23:25","190","190","190","240","280","280","240","220","210","200","200","220","260","260","230","240","220"
"12181","2020/09/03 23:25","180","180","190","240","280","280","240","220","210","200","190","220","250","250","230","230","220"
"12231","2020/09/03 23:25","180","170","180","250","290","280","240","220","200","200","190","210","260","250","230","220","210"
"12261","2020/09/03 23:25","190","190","190","250","290","290","250","220","210","200","190","210","250","250","230","230","220"
"12266","2020/09/03 23:25","180","180","190","260","290","290","240","220","200","210","200","210","260","260","220","230","220"
"12301","2020/09/03 23:25","220","220","210","260","290","290","240","220","220","210","200","210","250","260","230","240","230"
"12386","2020/09/03 23:25","180","190","190","250","280","280","230","200","200","200","200","210","260","270","230","210","210"
"12396","2020/09/03 23:25","200","190","190","250","280","280","230","210","200","190","190","220","250","260","230","220","210"
"12411","2020/09/03 23:25","160","150","180","240","270","270","230","210","200","180","180","220","260","260","230","220","200"
"12442","2020/09/03 23:25","210","210","210","250","270","280","230","210","200","200","200","210","270","280","260","240","220"
"12451","2020/09/03 23:25","210","200","210","260","290","280","230","210","200","190","190","220","270","290","250","230","220"
"12512","2020/09/03 23:25","190","180","190","240","280","270","220","190","190","180","180","230","270","270","230","210","200"
"12551","2020/09/03 23:25","200","190","190","240","260","260","210","200","200","190","180","220","270","280","240","220","200"
"12596","2020/09/03 23:25","200","200","200","240","270","260","210","200","190","190","200","220","270","280","250","230","220"
"12626","2020/09/03 23:25","200","200","200","230","250","250","220","200","190","190","200","240","270","260","240","230","210"
"12632","2020/09/03 23:25","200","190","200","240","260","260","210","200","200","200","200","240","270","270","230","230","210"
"12691","2020/09/03 23:25","180","180","190","200","220","220","190","190","190","180","180","220","240","240","220","210","200"
"12746","2020/09/03 23:25","200","190","180","230","260","240","210","190","190","190","190","230","260","250","220","210","200"
"15041","2020/09/03 23:25","160","170","170","240","280","270","210","190","180","180","180","210","240","240","200","200","190"
"15076","2020/09/03 23:25","180","190","190","240","280","280","240","200","200","200","190","200","250","260","230","220","210"
"13061","2020/09/03 23:25","200","180","210","270","280","260","230","200","180","190","210","250","250","250","220","210","200"
"13086","2020/09/03 23:25","190","180","200","260","280","270","230","200","200","200","200","240","250","240","220","220","210"
"13121","2020/09/03 23:25","240","220","230","280","300","270","230","210","210","210","210","250","260","240","220","210","210"
"13146","2020/09/03 23:25","220","210","210","250","260","250","210","200","200","200","200","230","260","250","220","220","210"
"13181","2020/09/03 23:25","220","220","220","270","300","270","240","210","210","210","210","220","250","250","230","220","210"
"13261","2020/09/03 23:25","190","190","200","260","290","280","220","210","200","200","200","230","260","260","210","210","200"
"13277","2020/09/03 23:25","220","210","220","260","280","270","230","210","210","210","200","230","260","260","240","230","210"
"13311","2020/09/03 23:25","230","220","230","270","290","260","220","200","200","200","190","240","250","250","230","220","200"
"13321","2020/09/03 23:25","200","210","210","250","280","270","230","210","210","210","210","220","250","250","220","220","200"
"14026","2020/09/03 23:25","240","230","230","250","280","270","240","210","210","210","210","230","250","250","230","220","210"
"14071","2020/09/03 23:25","220","220","220","240","270","260","210","200","210","210","200","220","260","250","220","210","200"
"14101","2020/09/03 23:25","210","210","220","250","280","260","220","210","210","210","200","220","260","260","210","200","200"
"14116","2020/09/03 23:25","220","230","230","270","290","270","230","220","210","210","210","230","260","270","220","210","210"
"14121","2020/09/03 23:25","210","210","220","250","260","260","220","210","210","200","200","210","250","250","210","200","200"
"14136","2020/09/03 23:25","210","210","220","250","270","260","220","210","210","200","200","210","250","260","200","200","200"
"14163","2020/09/03 23:25","210","220","230","250","260","260","230","220","220","210","210","220","250","250","230","240","230"
"14206","2020/09/03 23:25","200","210","220","230","250","240","210","210","210","200","200","210","250","240","200","200","200"
"14286","2020/09/03 23:25","190","210","210","210","220","220","210","200","200","200","200","200","210","210","200","200","200"
"15116","2020/09/03 23:25","190","200","210","250","290","280","230","220","200","200","200","220","260","260","230","220","200"
"15161","2020/09/03 23:25","200","200","210","250","290","280","230","210","210","200","190","210","260","270","230","220","200"
"15231","2020/09/03 23:25","210","210","200","250","280","270","220","210","210","200","200","220","260","260","220","210","200"
"15241","2020/09/03 23:25","210","200","210","250","280","270","230","210","200","200","200","220","260","260","230","220","210"
"15251","2020/09/03 23:25","210","190","190","240","270","260","210","200","200","200","200","220","270","280","250","220","210"
"15311","2020/09/03 23:25","210","220","220","250","280","260","220","210","220","210","210","220","260","260","220","200","200"
"15321","2020/09/03 23:25","210","210","210","260","290","270","230","210","210","200","200","220","270","270","220","210","210"
"15356","2020/09/03 23:25","220","220","220","260","280","270","230","210","210","210","200","220","270","270","220","200","210"
"15431","2020/09/03 23:25","200","210","220","250","270","260","220","220","220","200","200","210","250","250","210","200","210"
"15442","2020/09/03 23:25","220","220","220","250","280","260","230","210","200","200","200","210","270","260","220","200","200"
"16026","2020/09/03 23:25","240","220","230","280","260","240","220","210","220","210","210","260","270","260","220","200","190"
"16061","2020/09/03 23:25","240","230","230","280","250","240","230","230","230","220","220","250","260","260","240","230","220"
"16076","2020/09/03 23:25","240","230","230","290","270","250","220","210","210","210","210","240","270","260","230","220","210"
"16091","2020/09/03 23:25","220","210","220","250","280","260","230","210","220","220","220","220","250","260","230","220","210"
"16156","2020/09/03 23:25","230","230","220","280","260","250","230","220","220","220","220","260","270","270","230","220","210"
"16206","2020/09/03 23:25","220","220","230","260","250","250","230","220","230","220","210","250","260","260","230","220","200"
"16217","2020/09/03 23:25","210","210","230","260","260","250","230","220","220","210","210","230","260","250","220","220","210"
"16252","2020/09/03 23:25","220","220","220","240","240","230","220","220","220","210","210","260","270","250","210","220","210"
"16281","2020/09/03 23:25","180","200","200","230","250","240","210","200","210","190","190","220","240","230","210","200","200"
"16286","2020/09/03 23:25","200","200","210","240","250","240","210","200","210","200","200","230","240","230","210","200","200"
"16321","2020/09/03 23:25","210","210","210","220","240","230","210","210","210","200","200","250","260","240","210","210","210"
"17036","2020/09/03 23:25","190","190","210","260","250","240","210","190","180","180","190","210","230","230","220","210","200"
"17076","2020/09/03 23:25","170","170","210","260","250","260","200","190","180","170","190","220","250","250","220","210","200"
"17091","2020/09/03 23:25","180","170","180","260","280","270","230","210","200","190","190","240","260","260","230","210","200"
"17112","2020/09/03 23:25","200","190","200","240","250","250","220","200","190","180","190","220","260","260","230","240","220"
"17166","2020/09/03 23:25","210","190","200","260","280","270","220","210","190","180","190","240","270","260","230","220","210"
"17196","2020/09/03 23:25","170","160","180","250","280","270","240","220","200","200","200","240","280","260","230","210","200"
"17246","2020/09/03 23:25","190","190","210","260","270","270","230","210","200","200","200","250","270","270","230","220","200"
"17306","2020/09/03 23:25","200","180","190","250","280","270","230","220","190","190","190","260","280","270","240","220","200"
"17316","2020/09/03 23:25","200","190","210","250","270","260","220","210","200","190","210","260","270","270","230","210","190"
"17341","2020/09/03 23:25","180","180","190","240","250","250","210","200","190","180","180","230","250","260","220","210","210"
"17351","2020/09/03 23:25","200","180","200","230","260","240","210","190","180","170","180","220","260","260","220","210","210"
"17482","2020/09/03 23:25","170","160","180","250","260","240","230","210","190","180","190","240","270","260","220","210","190"
"17501","2020/09/03 23:25","190","180","190","250","280","270","230","210","200","190","200","260","280","280","230","210","200"
"17521","2020/09/03 23:25","190","180","210","240","250","240","210","200","200","190","200","240","260","260","230","220","200"
"17546","2020/09/03 23:25","180","180","200","230","250","240","210","190","190","180","190","220","250","250","210","210","210"
"17561","2020/09/03 23:25","190","180","200","260","270","250","220","200","190","180","180","240","260","260","220","210","210"
"17596","2020/09/03 23:25","180","180","190","240","270","270","220","200","180","190","190","250","270","270","220","200","190"
"17607","2020/09/03 23:25","190","180","200","230","250","250","200","200","200","190","190","240","270","260","220","210","200"
"17631","2020/09/03 23:25","180","180","200","230","250","240","200","200","200","190","190","230","250","250","210","210","200"
"17717","2020/09/03 23:25","180","170","190","230","250","240","210","200","200","180","180","240","250","260","220","210","200"
"18038","2020/09/03 23:25","160","160","170","180","190","190","180","170","160","160","170","200","220","220","200","200","180"
"18136","2020/09/03 23:25","180","180","180","190","200","200","180","180","180","170","170","200","230","240","200","190","190"
"18161","2020/09/03 23:25","170","170","180","190","210","210","190","190","180","180","170","200","230","220","190","190","190"
"18171","2020/09/03 23:25","180","170","170","190","210","200","190","180","180","170","170","200","230","230","200","190","190"
"18256","2020/09/03 23:25","180","170","180","200","210","210","180","170","170","170","180","210","250","230","190","190","190"
