"Date","Time","WBGT","Tg"
"2020/7/1","1:00","25.0","25.6"
"2020/7/1","2:00","24.7","24.5"
"2020/7/1","3:00","24.1","23.9"
"2020/7/1","4:00","24.0","23.8"
"2020/7/1","5:00","23.3","24.1"
"2020/7/1","6:00","24.0","25.2"
"2020/7/1","7:00","24.8","27.1"
"2020/7/1","8:00","24.6","26.9"
"2020/7/1","9:00","24.6","27.9"
"2020/7/1","10:00","24.8","26.8"
"2020/7/1","11:00","24.5","26.5"
"2020/7/1","12:00","25.4","29.1"
"2020/7/1","13:00","25.5","29.7"
"2020/7/1","14:00","24.9","26.0"
"2020/7/1","15:00","25.7","30.3"
"2020/7/1","16:00","24.9","28.5"
"2020/7/1","17:00","24.4","27.3"
"2020/7/1","18:00","23.9","25.5"
"2020/7/1","19:00","23.7","23.6"
"2020/7/1","20:00","23.6","23.5"
"2020/7/1","21:00","23.6","23.3"
"2020/7/1","22:00","23.7","23.4"
"2020/7/1","23:00","23.2","23.1"
"2020/7/1","24:00","22.7","22.5"
"2020/7/2","1:00","22.3","22.0"
"2020/7/2","2:00","22.1","21.8"
"2020/7/2","3:00","22.0","21.4"
"2020/7/2","4:00","21.8","21.4"
"2020/7/2","5:00","21.6","21.3"
"2020/7/2","6:00","21.9","23.2"
"2020/7/2","7:00","23.9","31.6"
"2020/7/2","8:00","26.1","39.2"
"2020/7/2","9:00","26.8","40.6"
"2020/7/2","10:00","27.7","42.9"
"2020/7/2","11:00","26.2","35.8"
"2020/7/2","12:00","27.1","42.5"
"2020/7/2","13:00","27.6","44.6"
"2020/7/2","14:00","27.8","44.6"
"2020/7/2","15:00","28.3","44.7"
"2020/7/2","16:00","28.0","42.6"
"2020/7/2","17:00","25.3","36.0"
"2020/7/2","18:00","23.5","28.0"
"2020/7/2","19:00","22.3","25.3"
"2020/7/2","20:00","22.2","23.9"
"2020/7/2","21:00","21.6","23.2"
"2020/7/2","22:00","21.8","23.2"
"2020/7/2","23:00","21.5","22.4"
"2020/7/2","24:00","21.1","21.6"
"2020/7/3","1:00","22.0","22.5"
"2020/7/3","2:00","21.8","22.4"
"2020/7/3","3:00","21.6","22.1"
"2020/7/3","4:00","20.9","21.0"
"2020/7/3","5:00","21.3","22.2"
"2020/7/3","6:00","22.5","26.6"
"2020/7/3","7:00","23.4","28.4"
"2020/7/3","8:00","24.3","32.9"
"2020/7/3","9:00","25.2","39.2"
"2020/7/3","10:00","25.6","37.6"
"2020/7/3","11:00","25.9","38.5"
"2020/7/3","12:00","25.3","33.6"
"2020/7/3","13:00","25.2","34.1"
"2020/7/3","14:00","23.2","29.2"
"2020/7/3","15:00","23.0","25.6"
"2020/7/3","16:00","22.0","22.7"
"2020/7/3","17:00","22.1","23.6"
"2020/7/3","18:00","21.2","21.5"
"2020/7/3","19:00","20.8","20.7"
"2020/7/3","20:00","20.3","20.2"
"2020/7/3","21:00","20.1","19.9"
"2020/7/3","22:00","20.3","20.1"
"2020/7/3","23:00","20.3","20.1"
"2020/7/3","24:00","20.6","20.3"
"2020/7/4","1:00","20.3","20.1"
"2020/7/4","2:00","20.2","19.9"
"2020/7/4","3:00","20.1","19.9"
"2020/7/4","4:00","20.0","19.8"
"2020/7/4","5:00","20.1","20.0"
"2020/7/4","6:00","20.5","21.2"
"2020/7/4","7:00","20.9","21.4"
"2020/7/4","8:00","21.0","21.4"
"2020/7/4","9:00","20.2","20.9"
"2020/7/4","10:00","21.4","25.6"
"2020/7/4","11:00","24.1","33.2"
"2020/7/4","12:00","24.5","31.0"
"2020/7/4","13:00","25.5","31.3"
"2020/7/4","14:00","24.9","29.2"
"2020/7/4","15:00","24.6","28.7"
"2020/7/4","16:00","24.6","27.6"
"2020/7/4","17:00","24.8","27.0"
"2020/7/4","18:00","24.3","26.3"
"2020/7/4","19:00","24.3","25.6"
"2020/7/4","20:00","24.2","25.5"
"2020/7/4","21:00","24.6","25.4"
"2020/7/4","22:00","25.1","25.7"
"2020/7/4","23:00","24.9","25.5"
"2020/7/4","24:00","25.0","25.5"
"2020/7/5","1:00","22.9","23.8"
"2020/7/5","2:00","22.6","23.2"
"2020/7/5","3:00","22.6","23.3"
"2020/7/5","4:00","22.5","23.2"
"2020/7/5","5:00","22.6","23.4"
"2020/7/5","6:00","23.7","26.9"
"2020/7/5","7:00","24.9","29.9"
"2020/7/5","8:00","25.8","34.7"
"2020/7/5","9:00","28.2","41.3"
"2020/7/5","10:00","26.0","32.2"
"2020/7/5","11:00","24.3","26.1"
"2020/7/5","12:00","24.3","25.0"
"2020/7/5","13:00","24.0","24.3"
"2020/7/5","14:00","25.0","28.4"
"2020/7/5","15:00","24.4","29.1"
"2020/7/5","16:00","25.9","32.8"
"2020/7/5","17:00","24.2","28.3"
"2020/7/5","18:00","23.2","26.0"
"2020/7/5","19:00","22.7","24.0"
"2020/7/5","20:00","22.8","23.5"
"2020/7/5","21:00","23.0","23.5"
"2020/7/5","22:00","23.1","23.7"
"2020/7/5","23:00","23.5","24.2"
"2020/7/5","24:00","23.3","23.2"
"2020/7/6","1:00","22.8","22.6"
"2020/7/6","2:00","22.8","22.5"
"2020/7/6","3:00","22.9","22.8"
"2020/7/6","4:00","23.7","23.4"
"2020/7/6","5:00","24.2","24.1"
"2020/7/6","6:00","24.3","24.2"
"2020/7/6","7:00","24.0","23.9"
"2020/7/6","8:00","22.8","23.2"
"2020/7/6","9:00","23.0","23.2"
"2020/7/6","10:00","23.6","24.1"
"2020/7/6","11:00","27.9","40.9"
"2020/7/6","12:00","25.8","32.3"
"2020/7/6","13:00","25.7","30.4"
"2020/7/6","14:00","25.0","28.3"
"2020/7/6","15:00","25.0","26.4"
"2020/7/6","16:00","24.2","24.6"
"2020/7/6","17:00","25.3","27.0"
"2020/7/6","18:00","24.5","26.2"
"2020/7/6","19:00","23.9","25.4"
"2020/7/6","20:00","23.8","23.6"
"2020/7/6","21:00","24.0","23.8"
"2020/7/6","22:00","24.6","24.2"
"2020/7/6","23:00","24.3","24.1"
"2020/7/6","24:00","24.3","24.3"
"2020/7/7","1:00","24.7","24.8"
"2020/7/7","2:00","24.6","24.5"
"2020/7/7","3:00","24.6","24.4"
"2020/7/7","4:00","24.9","25.2"
"2020/7/7","5:00","25.1","25.6"
"2020/7/7","6:00","25.6","27.4"
"2020/7/7","7:00","26.5","30.9"
"2020/7/7","8:00","26.2","29.3"
"2020/7/7","9:00","26.3","29.3"
"2020/7/7","10:00","26.7","29.8"
"2020/7/7","11:00","26.7","30.9"
"2020/7/7","12:00","28.4","37.0"
"2020/7/7","13:00","27.3","32.7"
"2020/7/7","14:00","26.6","29.8"
"2020/7/7","15:00","26.8","30.8"
"2020/7/7","16:00","26.6","30.2"
"2020/7/7","17:00","26.0","28.6"
"2020/7/7","18:00","25.9","28.5"
"2020/7/7","19:00","25.6","26.9"
"2020/7/7","20:00","25.5","26.7"
"2020/7/7","21:00","25.5","26.6"
"2020/7/7","22:00","25.4","25.9"
"2020/7/7","23:00","25.3","26.0"
"2020/7/7","24:00","25.3","26.1"
"2020/7/8","1:00","25.2","26.2"
"2020/7/8","2:00","25.0","25.9"
"2020/7/8","3:00","25.1","25.8"
"2020/7/8","4:00","24.9","25.2"
"2020/7/8","5:00","24.9","25.5"
"2020/7/8","6:00","25.6","27.1"
"2020/7/8","7:00","26.4","30.8"
"2020/7/8","8:00","26.2","29.7"
"2020/7/8","9:00","27.3","34.1"
"2020/7/8","10:00","26.5","30.7"
"2020/7/8","11:00","24.3","27.4"
"2020/7/8","12:00","23.7","24.9"
"2020/7/8","13:00","24.5","28.7"
"2020/7/8","14:00","24.4","31.0"
"2020/7/8","15:00","24.6","30.1"
"2020/7/8","16:00","24.4","29.1"
"2020/7/8","17:00","25.1","31.7"
"2020/7/8","18:00","23.8","25.9"
"2020/7/8","19:00","23.5","24.6"
"2020/7/8","20:00","23.7","24.3"
"2020/7/8","21:00","24.0","24.8"
"2020/7/8","22:00","23.9","24.8"
"2020/7/8","23:00","23.7","23.6"
"2020/7/8","24:00","23.5","23.3"
"2020/7/9","1:00","23.0","22.8"
"2020/7/9","2:00","23.3","23.1"
"2020/7/9","3:00","23.6","23.3"
"2020/7/9","4:00","23.5","23.2"
"2020/7/9","5:00","23.4","23.2"
"2020/7/9","6:00","23.6","23.6"
"2020/7/9","7:00","24.0","24.3"
"2020/7/9","8:00","24.0","24.8"
"2020/7/9","9:00","24.8","27.8"
"2020/7/9","10:00","24.4","26.8"
"2020/7/9","11:00","24.6","25.7"
"2020/7/9","12:00","26.1","32.2"
"2020/7/9","13:00","24.3","26.1"
"2020/7/9","14:00","23.1","23.9"
"2020/7/9","15:00","23.0","24.6"
"2020/7/9","16:00","22.7","23.7"
"2020/7/9","17:00","22.9","23.6"
"2020/7/9","18:00","22.4","22.3"
"2020/7/9","19:00","22.3","22.1"
"2020/7/9","20:00","22.5","22.2"
"2020/7/9","21:00","22.6","22.4"
"2020/7/9","22:00","22.7","22.4"
"2020/7/9","23:00","22.8","22.4"
"2020/7/9","24:00","22.6","22.2"
"2020/7/10","1:00","22.9","22.6"
"2020/7/10","2:00","22.7","22.5"
"2020/7/10","3:00","22.8","22.6"
"2020/7/10","4:00","22.8","22.6"
"2020/7/10","5:00","22.8","22.6"
"2020/7/10","6:00","23.4","23.9"
